age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
45,Private,99179,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,30457,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,151248,Some-college,10,Divorced,Sales,Other-relative,White,Female,0,0,35,United-States,<=50K
28,Private,180928,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5013,0,55,United-States,<=50K
25,Private,193051,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,35,United-States,<=50K
34,Private,511361,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
20,Private,653574,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,33,El-Salvador,<=50K
40,Self-emp-not-inc,204235,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K
37,State-gov,160910,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
19,Private,117444,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
67,?,200862,10th,6,Never-married,?,Not-in-family,Black,Female,0,0,35,United-States,<=50K
43,Federal-gov,72887,Bachelors,13,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
90,Private,47929,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,56630,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,507875,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,<=50K
21,Private,170302,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,50,United-States,<=50K
22,State-gov,157332,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
19,Self-emp-not-inc,220901,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,<=50K
55,Private,125000,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
32,Private,209432,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,190759,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,341204,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Female,0,0,40,United-States,<=50K
49,Private,239865,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,189382,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Private,257277,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
45,State-gov,187581,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,138184,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,1762,35,United-States,<=50K
17,Private,191260,11th,7,Never-married,Other-service,Own-child,White,Male,594,0,10,United-States,<=50K
41,Private,95047,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,44,United-States,>50K
24,Private,30656,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States,<=50K
26,Federal-gov,95806,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,<=50K
27,Federal-gov,214385,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
39,State-gov,179668,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,United-States,<=50K
31,Private,217803,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K
35,Private,63509,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
61,Private,180382,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3411,0,45,United-States,<=50K
52,Private,232024,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
23,State-gov,298871,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
90,Local-gov,214594,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,2653,0,40,United-States,<=50K
36,Private,101460,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,18,United-States,<=50K
21,Private,82847,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K
36,Self-emp-not-inc,151322,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
43,Private,143046,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Greece,<=50K
62,Private,192866,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
24,Private,228772,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,<=50K
46,Private,218329,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
39,Private,175681,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,?,<=50K
22,State-gov,293364,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States,<=50K
35,Private,30916,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
66,?,149422,7th-8th,4,Never-married,?,Not-in-family,White,Male,0,0,4,United-States,<=50K
39,Private,193689,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
34,Federal-gov,194740,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,State-gov,153451,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1887,40,United-States,>50K
28,Private,54042,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,2463,0,35,United-States,<=50K
52,Private,82285,Bachelors,13,Married-spouse-absent,Other-service,Other-relative,Black,Female,0,0,40,Haiti,<=50K
44,Private,113324,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,235124,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50K
42,Private,252518,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
41,Private,82319,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,10,United-States,<=50K
39,Private,146091,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
20,Private,344278,11th,7,Separated,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
22,Self-emp-inc,40767,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,176831,10th,6,Divorced,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
46,State-gov,363875,Some-college,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
38,Federal-gov,115433,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,33,United-States,>50K
45,Self-emp-inc,149865,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,>50K
56,Private,226985,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
25,Private,248313,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,105381,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,?,248876,Bachelors,13,Divorced,?,Not-in-family,White,Male,0,0,50,United-States,<=50K
55,?,227203,Assoc-acdm,12,Married-spouse-absent,?,Not-in-family,White,Female,0,0,5,United-States,<=50K
36,Private,334291,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
47,Private,114754,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,51506,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
26,Self-emp-not-inc,213258,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,0,0,65,United-States,<=50K
32,Private,136935,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,13,United-States,<=50K
40,Private,104892,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,255503,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
30,Private,39150,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,156430,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
44,Federal-gov,102238,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
22,Private,192017,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,218551,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
68,Private,192829,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,<=50K
26,Private,66638,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
31,Private,375680,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,?,<=50K
21,Private,249727,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,22,United-States,<=50K
48,Self-emp-inc,181307,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
29,Self-emp-not-inc,404998,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,90,United-States,<=50K
45,Federal-gov,283037,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,131976,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,55,United-States,<=50K
58,Private,177368,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
55,Private,196126,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,?,<=50K
28,Private,192283,Masters,14,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,80,United-States,>50K
31,Private,147215,12th,8,Divorced,Other-service,Unmarried,White,Female,0,0,21,United-States,<=50K
52,Private,89041,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,State-gov,34218,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,314773,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
54,?,148657,Preschool,1,Married-civ-spouse,?,Wife,White,Female,0,0,40,Mexico,<=50K
23,Private,315065,Some-college,10,Never-married,Other-service,Unmarried,White,Male,0,0,35,Mexico,<=50K
20,Private,494784,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0,35,United-States,<=50K
42,Private,198619,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,143062,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,32,United-States,<=50K
51,Self-emp-not-inc,149770,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,44,United-States,<=50K
40,Private,89226,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
42,Private,100800,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,186191,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,United-States,<=50K
42,Private,195584,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
51,Local-gov,319054,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,60,United-States,<=50K
36,Private,607848,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,45,United-States,>50K
30,Private,186346,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
29,Self-emp-inc,130856,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
23,Private,197387,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,37,Mexico,<=50K
32,Private,154571,Some-college,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,40,?,<=50K
56,Private,231781,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
31,Private,295922,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,273876,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,<=50K
22,Private,505980,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
58,Private,94429,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
42,Local-gov,142756,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
59,Self-emp-not-inc,309124,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
42,Private,79036,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
48,Private,194772,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K
28,Private,181776,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
24,Private,119156,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,44793,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,65,United-States,<=50K
35,Private,215310,11th,7,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
38,Private,351299,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,<=50K
51,Private,215647,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States,<=50K
27,Local-gov,229223,Some-college,10,Never-married,Protective-serv,Own-child,White,Female,0,0,40,United-States,>50K
28,Private,480861,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
47,Self-emp-not-inc,274800,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
37,Private,177974,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,United-States,<=50K
22,?,32732,Some-college,10,Never-married,?,Own-child,White,Male,0,0,50,United-States,<=50K
38,Private,204756,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
62,Private,311495,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,180303,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Japan,>50K
48,Private,329778,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,132683,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,<=50K
47,Local-gov,219632,Assoc-acdm,12,Separated,Exec-managerial,Not-in-family,White,Male,0,1408,40,United-States,<=50K
30,Private,63861,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Self-emp-not-inc,190895,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,<=50K
26,Private,102106,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
37,Private,259089,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,?,181337,10th,6,Never-married,?,Own-child,Other,Female,0,0,20,United-States,<=50K
33,Local-gov,246291,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,46,United-States,<=50K
33,Private,258932,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Private,425199,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,0,45,United-States,<=50K
19,Private,216647,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
40,Self-emp-not-inc,27242,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,<=50K
24,Private,107882,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,278900,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
72,Self-emp-inc,172407,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
37,Private,545483,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
77,?,143516,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,>50K
27,Private,289484,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,164231,11th,7,Separated,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
26,Private,269060,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,118941,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32,United-States,>50K
27,Private,347153,Some-college,10,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
65,Private,192133,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2290,0,40,Greece,<=50K
74,Private,211075,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
27,Private,198258,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
56,Local-gov,242670,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
29,?,189765,5th-6th,3,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
35,Private,242094,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K
68,Private,211162,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,26842,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,2176,0,40,United-States,<=50K
48,Private,167159,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
25,State-gov,218184,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K
63,Private,172740,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,28160,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
22,Private,349368,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
38,Private,103925,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
35,Private,58343,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
26,Local-gov,283217,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,236599,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
27,State-gov,280618,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,31438,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States,<=50K
32,Private,240888,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
55,Private,90414,Bachelors,13,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,55,Ireland,<=50K
21,Private,301408,Some-college,10,Never-married,Sales,Own-child,White,Female,0,1602,22,United-States,<=50K
35,Self-emp-not-inc,31095,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,<=50K
47,Self-emp-not-inc,177457,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
55,?,123382,HS-grad,9,Separated,?,Not-in-family,Black,Female,0,2001,40,United-States,<=50K
51,Private,673764,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,27828,0,40,United-States,>50K
25,Local-gov,334267,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
56,Self-emp-inc,109856,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
32,Private,231413,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
25,Private,181054,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,213921,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,<=50K
24,Private,201680,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
58,Private,407138,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2936,0,50,Mexico,<=50K
52,Private,117496,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,1755,40,United-States,>50K
41,Self-emp-not-inc,227065,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,114937,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
56,Private,160932,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,>50K
42,?,175935,HS-grad,9,Separated,?,Unmarried,White,Male,0,0,40,United-States,<=50K
38,Self-emp-not-inc,152621,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,<=50K
33,Self-emp-inc,289886,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
36,Private,103605,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,285263,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,190895,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
27,Self-emp-inc,120126,9th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
63,Private,114011,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Female,0,0,20,United-States,<=50K
23,?,194031,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,25,United-States,<=50K
32,Private,24961,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,151764,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
58,Self-emp-inc,89922,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
43,Self-emp-inc,240504,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
39,Private,103260,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,30,United-States,>50K
31,Private,42485,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,<=50K
35,Private,138992,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,0,40,United-States,>50K
27,Private,189974,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
33,Private,91666,12th,8,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,168216,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
41,Private,58484,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
20,Private,184678,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K
33,Self-emp-not-inc,218164,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,336707,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Female,0,0,60,United-States,<=50K
34,Private,199864,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,40,United-States,<=50K
29,Private,370494,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
38,Private,119741,Masters,14,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
18,?,195981,HS-grad,9,Widowed,?,Own-child,White,Male,0,0,40,United-States,<=50K
30,State-gov,343789,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
35,Private,215323,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
32,Private,94235,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29,Private,244566,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
24,Private,230248,7th-8th,4,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,277314,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Black,Male,0,1902,50,United-States,>50K
44,Private,456236,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
46,Local-gov,344172,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,49,United-States,>50K
34,Private,261799,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,45,United-States,>50K
33,Private,73054,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,249909,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
53,Self-emp-inc,220786,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
29,Private,78261,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,261511,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,62972,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
53,Private,127117,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22,Federal-gov,100345,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,43,United-States,<=50K
47,Private,202322,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
29,Private,179008,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K
32,Private,42485,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
37,Private,325538,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,60,?,<=50K
42,Self-emp-inc,78765,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,90,United-States,>50K
